experiment_id,instance,method,weekstart,horizon,tstep,driverfactor,rho-value,opt_gap,lambda,maxdriverhours,lambda2,varsettingiterations,strengthenredcosts,formulation,columnmemory,variablefixing_lb,variablefixing_ub,deletioniterationpct,deletionthreshold,cuttype,symmetrybreaking,mip_focus,deadline_sp,old_id
203,4,mag,2019-07-07,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,219
204,4,mag,2019-07-14,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,220
205,4,mag,2019-07-21,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,221
206,4,mag,2019-07-28,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,222
207,4,mag,2019-08-04,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,223
208,4,mag,2019-08-11,5,6,13,0,0.01,1000000,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,224
209,4,mag,2019-06-23,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,225
210,4,mag,2019-06-30,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,226
211,4,mag,2019-07-07,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,227
212,4,mag,2019-07-14,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,228
213,4,mag,2019-07-21,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,229
214,4,mag,2019-07-28,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,230
215,4,mag,2019-08-04,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,231
216,4,mag,2019-08-11,5,6,13,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,232
217,4,mag,2019-06-23,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,233
218,4,mag,2019-06-30,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,234
219,4,mag,2019-07-07,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,235
220,4,mag,2019-07-14,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,236
221,4,mag,2019-07-21,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,237
222,4,mag,2019-07-28,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,238
223,4,mag,2019-08-04,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,239
224,4,mag,2019-08-11,5,6,13,0,0.01,10,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,240
225,4,mag,2019-06-23,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,241
226,4,mag,2019-06-30,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,242
227,4,mag,2019-07-07,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,243
228,4,mag,2019-07-14,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,244
229,4,mag,2019-07-21,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,245
230,4,mag,2019-07-28,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,246
231,4,mag,2019-08-04,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,247
232,4,mag,2019-08-11,5,6,13,0,0.01,1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,248
233,4,mag,2019-06-23,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,249
234,4,mag,2019-06-30,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,250
235,4,mag,2019-07-07,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,251
236,4,mag,2019-07-14,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,252
237,4,mag,2019-07-21,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,253
238,4,mag,2019-07-28,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,254
239,4,mag,2019-08-04,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,255
240,4,mag,2019-08-11,5,6,13,0,0.01,0.001,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,256
241,1,mag,2019-06-23,5,6,2,0,0.01,0.1,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1,257
242,4,mag,2019-06-23,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,258
243,4,mag,2019-06-30,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,259
244,4,mag,2019-07-07,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,260
245,4,mag,2019-07-14,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,261
246,4,mag,2019-07-21,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,262
247,4,mag,2019-07-28,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,263
248,4,mag,2019-08-04,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,264
249,4,mag,2019-08-11,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,1.5,265
250,4,mag,2019-06-23,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,266
251,4,mag,2019-06-30,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,267
252,4,mag,2019-07-07,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,268
253,4,mag,2019-07-14,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,269
254,4,mag,2019-07-21,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,270
255,4,mag,2019-07-28,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,271
256,4,mag,2019-08-04,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,272
257,4,mag,2019-08-11,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,273
258,4,mag,2019-06-23,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,274
259,4,mag,2019-06-30,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,275
260,4,mag,2019-07-07,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,276
261,4,mag,2019-07-14,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,277
262,4,mag,2019-07-21,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,278
263,4,mag,2019-07-28,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,279
264,4,mag,2019-08-04,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,280
265,4,mag,2019-08-11,5,6,13,0,0.01,0,,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,3,281
266,1,mag,2019-06-23,5,6,3,0,0.01,500,48,0,0,0,homogeneousdeadlines,1000,1,1,1,-1,6,0,,2,
267,1,mag,2019-06-23,5,6,3,0,0.01,500,48,0,0,0,heterogeneous,1000,1,1,1,-1,6,0,,2,
